demande;motif;groupe_motif
je souhaite reconnaître mon nouveau-né;Déclaration de naissance, Reconnaissance;01a - Etat Civil naissance, décés et actes administratifs
bonjour Ma fille vient de naître j'aimerais avoir déclaré à sa naissance;Déclaration de naissance, Reconnaissance;01a - Etat Civil naissance, décés et actes administratifs
je viens déclarer la naissance d'un enfant;Déclaration de naissance, Reconnaissance;01a - Etat Civil naissance, décés et actes administratifs
ma fille Roxane est né hier je viens pour faire une déclaration de naissance;Déclaration de naissance, Reconnaissance;01a - Etat Civil naissance, décés et actes administratifs
bonjour ma femme vient d'accoucher j'aimerais avoir rapidement une déclaration de naissance pourrais-je en avoir une merci;Déclaration de naissance, Reconnaissance;01a - Etat Civil naissance, décés et actes administratifs
Bonjour J'aimerais reconnaître un enfant suite à un ancien divorce comment puis-je faire merci;Déclaration de naissance, Reconnaissance;01a - Etat Civil naissance, décés et actes administratifs
je veux prendre rendez-vous pour avoir un acte de naissance;Déclaration de naissance, Reconnaissance;01a - Etat Civil naissance, décés et actes administratifs
bonjour je viens je viens enregistrer la naissance de mes deux jumelles donc ils sont venus au monde la semaine dernière;Déclaration de naissance, Reconnaissance;01a - Etat Civil naissance, décés et actes administratifs
Bonjour J'aimerais faire la déclaration de naissance de ma fille à Lavérune;Déclaration de naissance, Reconnaissance;01a - Etat Civil naissance, décés et actes administratifs
Bonjour J'aurais voulu connaître les démarches pour faire la reconnaissance d'un enfant s'il vous plaît;Déclaration de naissance, Reconnaissance;01a - Etat Civil naissance, décés et actes administratifs
Bonjour J'ai ma femme la qui vient d'avoir un gosse quoi du coup;Déclaration de naissance, Reconnaissance;01a - Etat Civil naissance, décés et actes administratifs
Bonjour là je viens de retrouver mes fils j'aimerais le reconnaître quoi;Déclaration de naissance, Reconnaissance;01a - Etat Civil naissance, décés et actes administratifs
ma fille vient de naître et je dois déclarer sa naissance;Déclaration de naissance, Reconnaissance;01a - Etat Civil naissance, décés et actes administratifs
ma femme est enceinte et je voudrais reconnaître son enfant;Déclaration de naissance, Reconnaissance;01a - Etat Civil naissance, décés et actes administratifs
bonjour je viens pour faire une reconnaissance d'enfant;Déclaration de naissance, Reconnaissance;01a - Etat Civil naissance, décés et actes administratifs
je viens reconnaître mon enfant;Déclaration de naissance, Reconnaissance;01a - Etat Civil naissance, décés et actes administratifs
je viens de déclarer une naissance;Déclaration de naissance, Reconnaissance;01a - Etat Civil naissance, décés et actes administratifs
je souhaite déclarer la naissance de mon enfant;Déclaration de naissance, Reconnaissance;01a - Etat Civil naissance, décés et actes administratifs
je souhaite faire une déclaration de décès;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
bonjour je vais faire déclaration décès d'un perle;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
bonjour je viens déclarer le décès de mon grand-père;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
jeux décès à déclarer;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
j'ai des papiers à récupérer par rapport au décès de mon père;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je souhaite à faire une déclaration de décès;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
mon papa est mort je dois le déclarer;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
Bonjour j'ai un voisin qui vient de mourir je sais qu'il a pas de famille donc je viens simplement déclarer son décès;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je viens pour récupérer une attestation de déclaration de décès;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je veux déclarer la mort d'un membre de ma famille;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
mon vieux viens de claquer qu'est-ce que je dois faire;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je souhaite déclarer le décès d'un proche;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
j'ai rien pour déclarer un décès;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
j'aimerais faire une déclaration de décès;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je souhaite déclarer le décès d'un proche;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je souhaite faire une déclaration de décès;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
j'ai besoin de faire une déclaration de décès;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je souhaite faire une déclaration de décès;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
ma grand-mère est morte le mois dernier et je voudrais déclarer son décès;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je souhaite déclarer le décès d'un proche;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je veux déclarer la mort d'un membre de ma famille;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je souhaite faire une déclaration de décès;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
mon patient monsieur Dupont vient de décédé à la suite d'un arrêt cardiaque et j'étais son infirmier traitant donc je viens le déclarer;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
ma patiente vient de décédé à la suite d'une courte maladie et je viens d'en vous informer pour que vous puissiez faire les procédures administratives nécessaire;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
bonjour je viens pour déclarer la mort de mon papa;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je souhaite déclarer le décès d'un proche;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je veux déclarer la le décès d'un membre de ma famille;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
bonjour je viens pour pour signaler déclaration de décès;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
Bonjour je souhaiterais faire une déclaration de décès s'il vous plaît;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je souhaite faire une déclaration de décès;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
mon fils vient de mourir je suis totalement désemparé aidez-moi et dites-moi les démarches qu'il faut que je fasse;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je viens de perdre ma grand-mère comment que dois-je faire je suis un peu perdue merci;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
mon chien est décédé ce matin et qui a tombé sur la tête et je veux le savoir;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
bonjour je viens déclarer le décès de mon chat qui se fait écraser par une voiture;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
bonjour je viens malheureusement de perdre mon mari et je souhaiterais faire une déclaration de décès;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
bonjour ça serait pour la déclaration de décès de ma grand-mère;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je souhaite déclarer le décès d'un proche;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je veux déclarer la mort d'un membre de ma famille;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je souhaite faire une déclaration de décès;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
bonjour Maman mon grand-père est mort et du coup j'aimerais le déclarer;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je viens pour une déclaration de décès;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
bonjour j'aime pour une déclaration de décès;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je viens faire une déclaration de décès;Déclaration de décès;01a - Etat Civil naissance, décés et actes administratifs
je viens pour le recensement;Recensement des jeunes;01a - Etat Civil naissance, décés et actes administratifs
oui bonjour mon enfant vient d'avoir 10 ans et je souhaiterais savoir si ça change quelque chose par rapport au recensement;Recensement des jeunes;01a - Etat Civil naissance, décés et actes administratifs
je viens faire recenser mon ado qui vient d'avoir 16 ans;Recensement des jeunes;01a - Etat Civil naissance, décés et actes administratifs
je viens faire recenser mon ado qui vient d'avoir 16 ans;Recensement des jeunes;01a - Etat Civil naissance, décés et actes administratifs
oui bonjour en fait je viens pour déclarer la naissance de ma fille qui est née il y a pas il y a 2 jours;Recensement des jeunes;01a - Etat Civil naissance, décés et actes administratifs
je viens pour faire recenser ma fille;Recensement des jeunes;01a - Etat Civil naissance, décés et actes administratifs
